date,broccoli,cabbage,carrot,cauliflower,celery,chayote_bunga,cucumber,gabi_galyang,pepper_sultan,pepper_taiwan,potato,wombok
22/08/2023,72.5,70,60,95,165,42.5,45,27.5,210,215,82.5,37.5
24/08/2023,75,65,72.5,110,135,52.5,45,27.5,190,245,82.5,52.5
25/08/2023,75,67.5,72.5,85,140,47.5,42.5,25,190,245,80,52.5
29/08/2023,75,57.5,80,125,75,52.5,27.5,42.5,195,305,85,42.5
30/08/2023,75,45,80,95,75,47.5,30,42.5,195,325,85,55
31/08/2023,82.5,47.5,77.5,85,60,52.5,37.5,42.5,215,290,85,47.5
05/09/2023,65,35,80,75,80,52.5,52.5,47.5,350,350,115,27.5
06/09/2023,95,32.5,72.5,75,80,42.5,52.5,47.5,345,365,115,27.5
08/09/2023,95,55,69,77.5,92.5,51,52.5,45,290,415,105,32.5
11/09/2023,125,37.5,65,82.5,75,37.5,55,42.5,255,425,95,37.5
12/09/2023,135,37.5,65,82.5,110,37.5,52.5,35,290,415,95,27.5
13/09/2023,145,47.5,80,72.5,95,37.5,52.5,37.5,290,415,107.5,27.5
14/09/2023,145,37.5,80,95,85,27.5,55,40,305,415,110,32.5
15/09/2023,125,42.5,70,115,85,19,32.5,37.5,225,415,102.5,32.5
18/09/2023,125,55,70,110,190,22.5,22.5,37.5,265,0,102.5,32.5
19/09/2023,185,60,67.5,110,145,22.5,22.5,37.5,165,0,105,27.5
20/09/2023,125,52.5,72.5,110,190,22.5,22.5,46.5,255,0,110,22.5
21/09/2023,115,52.5,67.5,110,190,22.5,12.5,46.5,270,240,107.5,32.5
22/09/2023,135,55,62.5,125,155,22.5,9,37.5,290,0,110,35
25/09/2023,145,75,67.5,135,145,27.5,12.5,37.5,290,0,110,37.5
26/09/2023,140,65,72.5,125,155,27.5,12.5,37.5,255,0,107.5,32.5
27/09/2023,135,52.5,62.5,110,145,27.5,9,42.5,290,0,125,32.5
28/09/2023,125,62.5,65,125,85,27.5,11,37.5,215,0,97.5,32.5
02/10/2023,165,55,65,105,95,27.5,13,42.5,245,0,132.5,27.5
03/10/2023,95,65,60,72.5,95,27.5,13.5,42.5,260,190,125,32.5
04/10/2023,90,65,60,72.5,95,27.5,12.5,42.5,210,190,125,32.5
05/10/2023,85,57.5,62.5,52.5,75,22.5,9,42.5,245,175,125,32.5
06/10/2023,135,62.5,72.5,55,75,17.5,9,42.5,245,190,125,22.5
09/10/2023,75,62.5,72.5,75,75,16,11,42.5,245,215,115,27.5
10/10/2023,55,70,70,55,75,12.5,9,42.5,207.5,235,130,27.5
11/10/2023,75,72.5,80,75,65,14,7.5,42.5,325,240,135,27.5
12/10/2023,75,77.5,67.5,75,65,11.5,9,42.5,315,375,150,37.5
13/10/2023,95,77.5,72.5,75,65,9,9,42.5,240,410,150,22.5
16/10/2023,75,77.5,70,75,7,11,11,0,210,290,167.5,17.5
17/10/2023,72.5,70,72.5,72.5,95,6.5,11,0,255,275,164,17.5
18/10/2023,85,72.5,70,75,90,7.5,9,37.5,250,275,165,17.5
19/10/2023,95,72.5,67.5,72.5,80,6.5,11,37.5,240,180,160,17.5
20/10/2023,90,67.5,70,67.5,45,4.5,16.5,42.5,190,135,162.5,12.5
23/10/2023,105,55,59,75,45,6.5,21,37.5,170,105,135,12.5
24/10/2023,82.5,52.5,70,75,75,6.5,27.5,32.5,95,105,137.5,12.5
25/10/2023,72.5,52.5,62.5,75,62.5,7,17,32.5,95,90,132.5,12.5
26/10/2023,85,55,67.5,75,52.5,7.5,16.5,32.5,90,100,122.5,12.5
27/10/2023,82.5,42.5,52.5,75,52.5,9,17.5,42.5,95,90,122.5,12.5
31/10/2023,85,65,85,75,65,12.5,32.5,0,90,75,135,17.5
03/11/2023,85,37.5,72.5,75,22.5,9,37.5,37.5,55,90,135,7.5
06/11/2023,77.5,27.5,67.5,75,37.5,7.5,37.5,37.5,85,90,115,9
07/11/2023,77.5,22.5,60,77.5,32.5,6.5,37.5,42.5,75,95,97.5,7.5
08/11/2023,75,17.5,62.5,75,32.5,9,35,42.5,100,105,95,7.5
09/11/2023,65,22.5,72.5,75,27.5,7.5,27.5,37.5,65,105,82.5,7.5
10/11/2023,42.5,19,72.5,65,32.5,7.5,22.5,42.5,75,85,82.5,9
13/11/2023,27.5,16,67.5,65,22.5,6.5,27.5,42.5,35,75,75,7.5
14/11/2023,45,15.5,62.5,65,22.5,6.5,32.5,42.5,37.5,65,72.5,7.5
15/11/2023,45,17.5,62.5,65,25,6.5,32.5,37.5,37.5,95,77.5,7.5
16/11/2023,32.5,16.5,60,47.5,22.5,6.5,32.5,37.5,37.5,95,85,7.5
20/11/2023,42.5,17.5,59,65,35,7.5,52.5,37.5,47.5,85,85,7.5
21/11/2023,47.5,14,50,65,37.5,9.5,52.5,37.5,55,85,85,7
22/11/2023,47.5,12.5,50,52.5,30,11,47.5,37.5,45,85,85,7
23/11/2023,47.5,12.5,55,57.5,32.5,9,42.5,42.5,45,85,85,5.5
24/11/2023,37.5,12.5,42.5,57.5,25,9,52.5,42.5,37.5,75,85,4.5
28/11/2023,37.5,15,39,37.5,32.5,11.5,62.5,37.5,52.5,75,95,6
29/11/2023,32.5,15,32.5,42.5,32.5,8,52.5,37.5,27.5,75,95,6.5
30/11/2023,27.5,11,35,27.5,42.5,8,42.5,37.5,22.5,65,130,6.5
01/12/2023,32.5,8.5,41,37.5,35,9,55,32.5,42.5,65,130,7.5
04/12/2023,35,11,35,22.5,27.5,9.5,49,32.5,22.5,72.5,97.5,7
07/12/2023,42.5,9,27.5,27.5,32.5,11,39,32.5,27.5,77.5,52.5,7
11/12/2023,37.5,9,41.5,27.5,32.5,11,42.5,32.5,27.5,65,82.5,4
12/12/2023,37.5,9,32.5,35,30,11,42.5,32.5,32.5,65,89,6.5
13/12/2023,37.5,9,35,47.5,30,11,47.5,32.5,32.5,65,85,7
14/12/2023,37.5,9,35,37.5,22.5,11,42.5,32.5,32.5,65,85,6.5
15/12/2023,42.5,9,32.5,32.5,30,9,37.5,182.5,32.5,77.5,85,6.5
18/12/2023,40,14,32.5,37.5,35,11,32.5,32.5,37.5,95,85,9
20/12/2023,52.5,14,32.5,37.5,37.5,11,32.5,32.5,42.5,85,82.5,6.5
21/12/2023,52.5,12,32.5,37.5,22.5,11,32.5,27.5,42.5,95,82.5,6.5
27/12/2023,42.5,12.5,32.5,37.5,35,22.5,42.5,27.5,75,112.5,75,6.5
28/12/2023,37.5,10,32.5,37.5,35,16.5,42.5,27.5,110,140,75,6.5
29/12/2023,62.5,8,32.5,27.5,27.5,16.5,42.5,37.5,105,102.5,75,6
