date,broccoli,cabbage,carrot,cauliflower,celery,chayote_bunga,cucumber,gabi_galyang,pepper_sultan,pepper_taiwan,potato,wombok
27/11/2019,0,9,26.5,25,10.5,5.5,20,25,0,150,40,4.5
28/11/2019,0,9,26.5,25,10.5,5.5,20,25,0,150,40,4.5
29/11/2019,0,10,28,23,13,6.5,17.5,28,53,155,38,3
02/12/2019,0,9.5,31.5,30.5,15.5,5,13,0,57.5,205,39.5,0
03/12/2019,0,10.5,30.5,25.5,11.5,4.5,16,29,35.5,175,36.5,5
04/12/2019,0,13.5,35.5,0,20,6,17.5,30.5,0,0,44,7
05/12/2019,0,12.5,35.5,0,11.5,6,24.5,34,0,202.5,42.5,7.5
06/12/2019,27,12.5,40.5,29,20.5,7.5,27,35.5,53,185,43,7.5
09/12/2019,26,8.5,37.5,28,18,7.5,26,37.5,40,200,44,6.5
10/12/2019,30.5,8.5,20,23,12.5,8.5,25.5,31,30,200,46.5,4
11/12/2019,0,8.5,22,0,0,10.5,24.5,31.5,30,185,43.5,4
12/12/2019,27.5,8.5,20.5,19.5,17.5,11,17.5,33.5,30,205,35,4
16/12/2019,23,10,22.5,20,17.5,10,23.5,27.5,30,295,36,7.5
18/12/2019,17.5,9,20.5,10.5,10.5,0,30.5,27.5,47.5,275,40,5.5
19/12/2019,22.5,7.5,22.5,12.5,11.5,11.5,29.5,26,48.5,290,38,6
20/12/2019,15.5,9.5,21,16.5,15.5,9,37.5,26,50.5,365,37,5
23/12/2019,0,16,40.5,23,30.5,15,38,27.5,85,390,38,11
26/12/2019,11.5,6.5,15,6.5,11.5,6,12.5,26.5,22.5,305,41.5,3
27/12/2019,9,8,21.5,9.5,0,11,15.5,26.5,55,305,41.5,3
03/01/2020,11,9,19,11,27.5,5.5,17.5,30.5,67.5,160,40,6
06/01/2020,5.5,5.5,13.5,5.5,0,2.5,0,25,43,75,36.5,3.5
07/01/2020,6.5,5.5,14,10,20.5,2,11.5,25.5,43,95,35.5,4
09/01/2020,0,4.5,15.5,15,0,3.5,12,35.5,42.5,120,31.5,3.5
10/01/2020,0,6,20.5,0,0,3.5,13,30.5,42.5,105,31.5,3.5
13/01/2020,17.5,5,16,15.5,27.5,8,15.5,27.5,50,125,44.5,3.5
14/01/2020,8.5,3.5,14,17.5,14,3.5,14.5,25.5,0,122.5,0,3.5
15/01/2020,10,3.5,13,16,10.5,2,14.5,25.5,45,132.5,0,3.5
16/01/2020,7.5,5.5,12.5,12.5,15,4,14,27.5,50,155,45.5,5
17/01/2020,7.5,5,12.5,17.5,12.5,4,11.5,25.5,50,90,42.5,5
20/01/2020,17.5,6,16.5,20.5,17.5,4,13.5,25.5,68,150,36,5
21/01/2020,12.5,5,12.5,22.5,0,5,14,25.5,0,160,40.5,0
23/01/2020,11,4,10.5,20.5,15.5,3.5,14,24,60,135,44.5,0
24/01/2020,11,4.5,12,20.5,11.5,3.5,14,24,55,0,40.5,0
27/01/2020,17.5,5,11.5,20.5,0,4.5,17,0,0,160,42.5,5
28/01/2020,10.5,5,10.5,20.5,10.5,5,20.5,20.5,0,160,40.5,0
30/01/2020,15.5,5,10.5,15.5,10.5,5,15,20.5,55,145,40.5,5
31/01/2020,0,4.5,8.5,14.5,15.5,6,14.5,21.5,60,160,39.5,4
03/02/2020,20.5,4.5,8.5,20.5,18,6.5,14.5,22.5,70,200,45,0
04/02/2020,17.5,6,9.5,22.5,0,8,14.5,20.5,70,235,0,4
05/02/2020,20.5,5.5,12.5,20.5,0,5.5,14.5,18,75,260,0,6
06/02/2020,20.5,3.5,13.5,20.5,10.5,8,13.5,17.5,80.5,275,50,3
07/02/2020,22.5,4,14.5,22.5,11,6,14,22.5,70,245,51,4.5
10/02/2020,18,5,10,15.5,8,9,18.5,20.5,80,250,55.5,6
11/02/2020,20.5,5.5,10.5,9,9,9,14.5,20.5,90,260,55.5,6
12/02/2020,15.5,5.5,10.5,10.5,10.5,9,14.5,22.5,90,210,55.5,5.5
13/02/2020,14.5,4.5,10,11,12.5,8,15,24,0,140,56.5,4.5
14/02/2020,0,4.5,9.5,8.5,9,8,11,20.5,75,130,56.5,4.5
17/02/2020,0,4.5,10.5,12.5,11.5,8,11,22.5,0,80,56.5,4.5
18/02/2020,0,5,9.5,12.5,11.5,8,10,22.5,60.5,105,56.5,3.5
19/02/2020,15.5,5.5,9.5,10.5,14,8,12.5,20.5,52.5,102.5,0,5
20/02/2020,10.5,5.5,8,10,16.5,8,12.5,19,53,90,55.5,5
21/02/2020,10,5.5,9.5,9,12.5,8,12.5,20.5,53,90,55.5,5
24/02/2020,9.5,5.5,9.5,0,12.5,6.5,15.5,19.5,53,70,55.5,4.5
26/02/2020,14.5,5,10,17.5,9,5.5,21.5,20.5,40.5,55,54.5,4.5
27/02/2020,12.5,5,10,12.5,10,5.5,22.5,20.5,38,55,54.5,4.5
28/02/2020,17.5,4.5,10,12.5,10,5.5,22.5,20.5,38,55,52.5,4.5
02/03/2020,17.5,4.5,7.5,9,12.5,5,20,20,35,47.5,54.5,3.5
03/03/2020,20,4.5,7.5,7.5,10,0,16,20.5,40,60,0,4.5
04/03/2020,18.5,2.5,7.5,7,9,0,14,20,40,60,0,4.5
05/03/2020,16.5,4,9.5,8,0,0,14,20,35,35,0,4
06/03/2020,16.5,4,9.5,8,0,0,13.5,20,35,35,0,4
09/03/2020,19,7.5,10.5,10,10,4.5,11,20.5,40.5,43,54.5,4.5
10/03/2020,19,8.5,10.5,10,10,4.5,13,19,40,35,54.5,4.5
11/03/2020,19,6,9,10,10,4.5,11.5,21,40,35,54.5,4.5
12/03/2020,18,3.5,5.5,7.5,9,4.5,6.5,16.5,33,35,51.5,4
13/03/2020,9,3.5,6,9,11,6,9,26,35,35,0,3.5
15/03/2020,12.5,8.5,12,16.5,9,9,11,22.5,27.5,45,52.5,5.5
17/03/2020,11,6,0,16.5,9.5,12.5,12.5,26.5,45,32.5,53.5,6
18/03/2020,9,5,6,17.5,12.5,17.5,11,27.5,42.5,35,52.5,4
19/03/2020,13,12,11,17.5,9,19,11,37.5,37.5,32.5,59,6
22/03/2020,9,4,6,17,9,9,11,42.5,37.5,32.5,64,4
23/03/2020,9,5.5,6,11,9,9,11,42.5,37.5,0,68.5,4
24/03/2020,22.5,16.5,11,16.5,12.5,25,13.5,47.5,40,0,72.5,9
26/03/2020,19,17.5,19,17.5,11,22.5,21,47.5,42.5,22.5,77.5,9
27/03/2020,18,7,8,17.5,9,14,13,42.5,32.5,22.5,72.5,7
29/03/2020,20,27.5,12.5,15,27.5,32.5,21,32.5,27.5,12.5,72.5,17.5
30/03/2020,25,24.5,19,12,0,29,21,31.5,27.5,0,0,21
31/03/2020,21.5,20,30,11,32.5,34,21,31.5,22.5,12.5,82.5,18.5
01/04/2020,32.5,17.5,32.5,12.5,42.5,27.5,22,29.5,40,15,99,12.5
02/04/2020,32.5,22.5,21,17.5,37.5,27.5,20.5,27.5,42.5,15,97.5,12.5
05/04/2020,22.5,15.5,12.5,32.5,22.5,16.5,22.5,32.5,40,15,71.5,22.5
06/04/2020,22.5,18,16.5,40,0,17.5,21.5,32.5,40,120,70,17.5
07/04/2020,22.5,17.5,14.5,22.5,27.5,27.5,20,33,47.5,12.5,67.5,12.5
15/04/2020,27.5,19,7,32.5,27.5,24.5,32.5,35,40,0,63.5,11
19/04/2020,30,16.5,9,0,0,22.5,16.5,32.5,0,0,55,20
21/04/2020,30,17,10,35,25,24.5,16.5,0,32.5,20,52.5,16.5
22/04/2020,26.5,16.5,10,32.5,22.5,24.5,17.5,27.5,30,20,50,13
24/04/2020,17.5,12.5,5.5,22.5,22.5,21.5,17.5,27.5,32.5,0,50,8
25/04/2020,20,12.5,7.5,15,27,13.5,12.5,22.5,22.5,22.5,48.5,6
27/04/2020,19,21.5,8.5,12.5,22.5,17.5,21.5,22.5,27.5,22.5,41.5,10
28/04/2020,19,22.5,8.5,19,22.5,16.5,19,22.5,22.5,22.5,41.5,11
03/05/2020,32.5,31.5,9,19,0,24,19,27.5,22.5,22.5,42.5,12.5
07/05/2020,27.5,37.5,11,19,65,21.5,37.5,37.5,22.5,42.5,49,24
10/05/2020,25,36,9.5,22.5,55,0,37.5,32.5,12.5,27.5,47.5,21.5
11/05/2020,20,37.5,10,27.5,55,12.5,37.5,27.5,17.5,34,62.5,25
14/05/2020,26.5,38.5,7.5,32.5,50,7.5,42.5,32.5,27.5,32.5,54,26.5
17/05/2020,27.5,37.5,8.5,32.5,0,10,42.5,32.5,37.5,0,49,27.5
21/05/2020,47.5,36,8.5,25,0,10,47.5,32.5,40,27.5,49,22.5
26/05/2020,55,39,8.5,25,0,19,62.5,32.5,40,27.5,46,30
27/05/2020,52.5,46,9.5,25,0,11,62.5,31.5,32.5,22.5,46,22.5
01/06/2020,36.5,37.5,12.5,37.5,0,13.5,42.5,27.5,32.5,42.5,52.5,22.5
08/06/2020,38,31,10,37.5,0,11,36.5,27.5,37.5,75,52.5,12.5
17/06/2020,38,27.5,19,47.5,0,10,0,27.5,42.5,55,56.5,11
21/06/2020,32.5,28.5,31,25,55,6,27.5,35,62.5,55,56.5,12.5
23/06/2020,35,30,34,25,55,5,27.5,35,62.5,65,52.5,11
24/06/2020,32.5,29.5,47.5,25,55,5,22.5,35,35,55,50.5,11
28/06/2020,32.5,26,43.5,0,57.5,3.5,17.5,35,45,95,47.5,7.5
30/06/2020,32.5,22.5,42.5,25,57.5,3.5,8,37.5,37.5,95,46,7.5
03/07/2020,32.5,22.5,42.5,27.5,57.5,6,7,32.5,40,110,42.5,10
05/07/2020,27.5,27.5,47.5,32.5,57.5,5.5,7,32.5,37.5,110,37.5,0
06/07/2020,27.5,24,47.5,32.5,50,5.5,9,27.5,27.5,75,37.5,9
07/07/2020,27.5,24,47.5,32.5,50,0,9,27.5,27.5,75,37.5,9
08/07/2020,27.5,17.5,37.5,37.5,55,5.5,9,27.5,27.5,95,40.5,6.5
09/07/2020,27.5,17.5,47.5,41.5,47.5,5.5,9,27.5,27.5,95,0,6.5
12/07/2020,32.5,21,51.5,41.5,27.5,2.5,9,27.5,27.5,65,42.5,10
13/07/2020,51,16.5,51.5,41.5,27.5,4,9,27.5,27.5,45,42.5,10
14/07/2020,46,16.5,51.5,52.5,27.5,4,6,27.5,27.5,45,42.5,10
15/07/2020,32.5,16,27.5,52.5,27.5,5.5,6.5,32.5,32.5,27.5,41.5,5.5
02/08/2020,19,10,22.5,22.5,17.5,4.5,5.5,35,37.5,22.5,38.5,6.5
03/08/2020,19,6.5,22.5,22.5,17.5,4.5,6,35,37.5,22.5,36.5,6.5
04/08/2020,19,9,22.5,22.5,17.5,4.5,6,35,47.5,22.5,31.5,6.5
05/08/2020,22.5,5.5,22.5,25,17.5,4,12.5,44,55,45,31.5,5.5
06/08/2020,37.5,5,25,22.5,17.5,6,17.5,44,75,45,30.5,5.5
09/08/2020,32.5,7,36,33,17.5,5.5,23,41,55,45,35.5,5.5
11/08/2020,14,6.5,19,37.5,17.5,7,20,42.5,42.5,45,40.5,6.5
12/08/2020,16,5,21.5,37.5,12.5,5.5,9,37.5,37.5,52.5,35,5
13/08/2020,17.5,5,21.5,37.5,12.5,5.5,9,37.5,40,62.5,35,5
17/08/2020,17.5,9,27.5,37.5,12.5,5.5,13.5,32.5,50,90,34,5
20/08/2020,22.5,5,12.5,52.5,12.5,5.5,17.5,32.5,37.5,75,33.5,5
23/08/2020,17.5,5,27.5,40,12.5,5.5,17.5,32.5,50,80,33.5,6.5
24/08/2020,17.5,5,22.5,40,12.5,5.5,17.5,32.5,50,80,33.5,6.5
25/08/2020,17.5,5,22.5,40,12.5,5.5,30,32.5,55,85,33.5,6.5
26/08/2020,17.5,5,21,40,12.5,5.5,32.5,31.5,55,85,33.5,6.5
27/08/2020,17.5,6,24.5,40,12.5,5.5,32.5,31.5,55,85,31.5,5.5
02/09/2020,16.5,5,21,52.5,13.5,5.5,32.5,29,55,65,32.5,5.5
03/09/2020,19,6.5,17.5,52.5,13.5,5.5,32.5,29,60,52.5,32.5,6
07/09/2020,19,7.5,20,35,13.5,6.5,35,29,72.5,52.5,42.5,6.5
08/09/2020,20,7.5,20,35,13.5,6.5,34,29,72.5,52.5,42.5,6.5
14/09/2020,22.5,6,20,22.5,13.5,5.5,27.5,37.5,77.5,32.5,32.5,7
23/09/2020,19.5,5.5,18.5,17.5,22.5,6,27.5,32.5,35,35,31.5,5.5
24/09/2020,19.5,5.5,18.5,17.5,22.5,6.5,27.5,42.5,145,42.5,31.5,5.5
27/09/2020,37.5,6,27.5,35,25,6.5,16.5,42.5,145,22.5,34,8.5
29/09/2020,37.5,5.5,27.5,35,25,6.5,17.5,41.5,145,22.5,34,8.5
04/10/2020,37.5,6.5,22.5,45,25,6.5,14.5,27.5,145,22.5,34,9
06/10/2020,35,5,21,45,17.5,4.5,9,27.5,145,22.5,33.5,5.5
07/10/2020,45,5,21,45,20,4.5,9,27.5,135,20,33.5,5.5
08/10/2020,45,5,26.5,45,20,4.5,6.5,27.5,135,17.5,35,5.5
11/10/2020,45,9,26.5,45,17.5,5,10,27.5,135,22.5,35,9
12/10/2020,45,10,26.5,50,17.5,5,10,27.5,135,22.5,35,10
14/10/2020,42.5,5,20.5,55,17.5,4.5,12.5,27.5,155,22.5,35,5
15/10/2020,42.5,5,20.5,57.5,17.5,4.5,14.5,27.5,155,22.5,35,5
19/10/2020,37.5,9,19.5,57.5,22.5,8.5,17.5,27.5,155,12.5,35.5,5.5
20/10/2020,37.5,9,19.5,57.5,22.5,8.5,17.5,27.5,155,17.5,36.5,5.5
21/10/2020,37.5,9,19.5,52.5,22.5,8.5,17.5,27.5,155,17.5,36.5,5.5
22/10/2020,37.5,9,19.5,42.5,22.5,8.5,22.5,27.5,155,32.5,36.5,5.5
25/10/2020,37.5,13,19.5,42.5,22.5,8.5,22.5,27.5,155,32.5,36.5,9
26/10/2020,37.5,14,21,42.5,22.5,10.5,22.5,27.5,155,32.5,41.5,10
27/10/2020,42.5,14,21,42.5,42.5,9,22.5,27.5,155,37.5,37.5,10
28/10/2020,42.5,14,0,42.5,42.5,9,0,0,170,37.5,37.5,10
04/11/2020,52.5,31.5,26,55,55,25,31,35,175,72.5,41.5,17.5
06/11/2020,52.5,21,16,55,22.5,13.5,19,35,175,72.5,35,16
11/11/2020,52.5,30.5,24,55,55,7.5,15,27.5,175,125,34.5,25
12/11/2020,52.5,30,24.5,55,55,19,12.5,27.5,175,125,37.5,19
17/11/2020,50,40,42.5,45,65,12.5,12.5,27.5,175,125,37.5,25
18/11/2020,50,40,42.5,45,65,26.5,16.5,26.5,175,82.5,41.5,25
30/11/2020,47.5,67.5,80,67.5,70,30,37.5,22.5,125,425,82.5,62.5
03/12/2020,55,57.5,52.5,67.5,85,12.5,42.5,22.5,107.5,425,52.5,61.5
08/12/2020,60,60,57.5,42.5,115,11.5,45,12.5,107.5,310,51,61.5
09/12/2020,41,60,57.5,41,115,9,37.5,12.5,110,310,42.5,57.5
10/12/2020,47.5,53.5,57.5,37.5,55,14,42.5,24,140,350,52.5,45
10/12/2020,42.5,50,50,32.5,95,12,42.5,12.5,107.5,350,47.5,45
15/12/2020,47.5,53.5,57.5,37.5,55,14,42.5,24,140,350,52.5,45
22/12/2020,65,70,65,75,55,17.5,57.5,27.5,205,550,87.5,55
27/12/2020,65,95,62.5,90,95,11,72.5,26.5,215,750,72.5,65
06/01/2021,25,87.5,70,24,27.5,6,47.5,25,225,215,72.5,52.5
11/01/2021,35,77.5,70,22.5,22.5,11.5,40,22.5,225,375,72.5,50
12/01/2021,40,72.5,62.5,35,25,10,37.5,22.5,225,500,72.5,50
14/01/2021,55,87.5,55,45,62.5,12.5,40,22.5,125,550,75,55
15/01/2021,45,90,50,45,60,11,37.5,22.5,135,450,75,55
18/01/2021,45,90,65,52.5,65,13.5,32.5,20,150,440,75,65
19/01/2021,32.5,85,60,45,50,13.5,32.5,20,150,425,72.5,62.5
21/01/2021,27.5,85,57.5,32.5,50,12.5,27.5,17.5,135,425,77.5,52.5
25/01/2021,17.5,57.5,52.5,22.5,50,12.5,16.5,18.5,125,175,77.5,32.5
27/01/2021,20,50,50,22.5,40,12.5,13.5,15,130,95,75.5,19
29/01/2021,26.5,37.5,45,13.5,37.5,12.5,12,13.5,130,125,62.5,12.5
01/02/2021,23.5,45,45,16.5,47.5,14,14,13.5,175,125,47.5,40
03/02/2021,27.5,75,65,17.5,60,13.5,20,17.5,175,125,52.5,11.5
05/02/2021,34,80,72.5,25,62.5,13.5,21.5,20,225,205,61.5,25
10/02/2021,20,62.5,65,25,62.5,13.5,21.5,20,225,165,52.5,11.5
11/02/2021,11,57.5,57.5,16.5,32.5,13.5,11.5,22.5,155,135,52.5,11.5
15/02/2021,13.5,55,57.5,17,40,7.5,9.5,22.5,160,175,46,13.5
17/02/2021,29,50,55,17,47.5,5,8.5,22.5,160,165,45,12.5
19/02/2021,15,50,55,16.5,47.5,5,8.5,22.5,135,155,43.5,12
22/02/2021,26.5,37.5,55,25,22.5,4.5,9,15,130,135,38.5,8.5
24/02/2021,24,37.5,52.5,17.5,30,6.5,23.5,15,130,145,36.5,10
01/03/2021,17.5,20,39,20,30,6.5,12,12.5,110,90,32.5,10
03/03/2021,22.5,16.5,35,16,22.5,4,12,12.5,90,80,31,9
08/03/2021,27.5,20.5,35,14.5,32.5,4.5,12.5,12.5,85,55,23.5,6.5
10/03/2021,27.5,12.5,40,14.5,32.5,4.5,16,12.5,85,55,24,6.5
12/03/2021,22.5,12.5,37.5,13.5,27.5,4.5,13.5,12.5,60,60,26.5,7
15/03/2021,22.5,15,32.5,27.5,27.5,5,11,12.5,60,60,26,7
17/03/2021,21,13.5,30,29,22.5,5.5,11,17.5,47.5,60,26.5,7
22/03/2021,17,12.5,19,16.5,40,5.5,12,17.5,45,50,23.5,8
23/03/2021,18,8,19,16.5,32.5,5.5,12,17.5,45,55,24.5,6
25/03/2021,18,7,22.5,20,30,5.5,13,17.5,45,45,25.5,6
26/03/2021,15,7,22.5,20,30,5.5,13,17.5,32.5,60,24,7.5
30/03/2021,32.5,12.5,14,17.5,37.5,5.5,27.5,17.5,32.5,65,20,14
05/04/2021,22.5,12.5,27.5,32.5,52.5,5.5,17.5,17.5,32.5,65,21.5,12
06/04/2021,21.5,12.5,22.5,17.5,42.5,5.5,17.5,17.5,32.5,65,21.5,11
07/04/2021,22.5,9,19,37.5,62.5,5.5,17.5,17.5,32.5,55,24,7.5
08/04/2021,24,9,19,32.5,62.5,5.5,17.5,17.5,32.5,35,24,7.5
12/04/2021,24,9,17.5,34,45,6,16,17.5,27.5,32.5,23.5,8.5
14/04/2021,24,10,16,34,92.5,6.5,15,17.5,27.5,27.5,19,9
16/04/2021,26.5,9,16,32.5,87.5,6.5,17,11,55,27.5,20,9
19/04/2021,37.5,9,16,32.5,75,12,18,11,45,27.5,22.5,15
21/04/2021,32.5,9,16,32.5,75,11,13.5,12.5,45,27.5,21,16.5
22/04/2021,27.5,9,16,17.5,75,10,13.5,11,45,27.5,21,11
24/04/2021,27.5,8,16,17.5,75,9,18,11,50,27.5,21,11
29/04/2021,26,8,16.5,22.5,65,9,18,11,45,27.5,21.5,11
04/05/2021,27.5,11,7,22.5,75,9,9,11,55,27.5,18.5,11
05/05/2021,27.5,9,14,22.5,52.5,9,9,11.5,62.5,37.5,18.5,12
07/05/2021,27.5,6.5,19,22.5,45,9,7,11.5,52.5,22.5,17,12
11/05/2021,27.5,6.5,16,22.5,52.5,9,7,12.5,37.5,22.5,17,8
27/05/2021,17.5,6.5,14,17.5,82.5,13,11,12.5,22.5,22.5,17,5.5
01/06/2021,31,11,14,27.5,47.5,13.5,27.5,12.5,37.5,17.5,17,9
25/06/2021,32.5,13.5,14,62.5,32.5,17.5,39,11,80,37.5,17,9
29/06/2021,32,16.5,17.5,57.5,36,20,27.5,11,80,37.5,18,9
21/07/2021,16.5,32.5,17.5,21,17.5,9,20,16,67.5,32.5,23.5,11
23/07/2021,17.5,27.5,11,16.5,17.5,8,14,16.5,52.5,22.5,26.5,11
26/07/2021,27.5,37.5,37.5,42.5,22.5,16,16,16.5,72.5,32.5,29,11
28/07/2021,22.5,42.5,19,32.5,14,16,22.5,16.5,95,32.5,36.5,11.5
30/07/2021,32.5,37.5,27.5,37.5,12.5,22.5,27.5,17.5,95,22.5,37.5,13
02/08/2021,32.5,41,32.5,42.5,32.5,16.5,36,16,85,17.5,22.5,14
04/08/2021,22.5,42.5,37.5,37.5,22.5,19,32.5,16.5,95,32.5,27.5,22.5
06/08/2021,47.5,52.5,32.5,55,17.5,19,32.5,19,65,40,34,27.5
09/08/2021,37.5,62.5,42.5,62.5,32.5,20.5,36.5,21.5,77.5,32.5,36,37.5
11/08/2021,95,82.5,72.5,62.5,95,31.5,27.5,21.5,80,32.5,27.5,62.5
13/08/2021,65,75,65,55,70,29,21.5,19,65,32.5,22.5,50
16/08/2021,85,105,75,75,55,36,11,19,75,27.5,24,42.5
18/08/2021,65,80,65,75,65,41.5,11,19,75,50,28.5,65
20/08/2021,70,95,65,75,65,41.5,14,19,75,65,31.5,65
23/08/2021,85,105,65,75,95,47.5,11,19,75,75,31,75
25/08/2021,65,95,75,75,100,42.5,6,19,45,110,27,65
27/08/2021,65,95,65,85,75,37.5,5.5,16,65,75,26,55
30/08/2021,75,75,75,60,95,52.5,6,13.5,80,90,27,55
01/09/2021,75,75,75,65,90,37.5,11,14,80,90,27,45
02/09/2021,0,75,55.5,65.5,90,32.5,9,14,95,150,27,40
06/09/2021,0,50,55,55,90,27.5,9,14,110,375,31.5,37.5
07/09/2021,0,40,35.5,70,70.5,22.5,8,14,130,370,30.5,20.5
09/09/2021,0,40.5,45.5,68,63,10.5,10.5,15,130,260,40.5,10
13/09/2021,0,55,37.5,75,70,20.5,14,16,130,245,39,27.5
15/09/2021,90,42.5,32.5,70,35,17.5,20,27.5,127.5,215,39,22.5
17/09/2021,95,55,32.5,65,45,17.5,27.5,29,140,215,36.5,17.5
20/09/2021,90,55,32.5,85,50,13.5,32.5,24.5,127.5,275,39,15
22/09/2021,0,52.5,37.5,75,45,9,34.5,21,135,275,39,17.5
24/09/2021,0,52.5,27.5,80,50,11.5,32.5,14,140,275,39,17.5
27/09/2021,0,72.5,27.5,85,75,14,37.5,16.5,140,240,41.5,22.5
28/09/2021,0,55,32.5,110,65,14,37.5,16.5,130,240,41.5,27.5
29/09/2021,95,62.5,41.5,110,80,11,36,15,110,225,44,22.5
04/10/2021,85,42.5,47.5,85,55,13,27.5,14,75,130,44,16.5
06/10/2021,65,32.5,37.5,55,50,11,29,14,67.5,105,52.5,17.5
07/10/2021,75,27.5,30,65,35,7,19,14,65,160,59,16
08/10/2021,75,32.5,32.5,65,35,7,23,16.5,85,160,56.5,16
11/10/2021,55,22.5,32.5,55,40,6,29,19,70,140,59,11
13/10/2021,75,52.5,60,65,65,13,37.5,19,75,160,62.5,27.5
19/10/2021,75,21.5,27.5,65,27.5,10.5,47.5,22.5,80,160,59,11
20/10/2021,95,21.5,37.5,65,37.5,9,42.5,20,85,190,51,11
22/10/2021,85,25,37.5,65,25,11,47.5,20,95,240,43.5,8.5
26/10/2021,85,27.5,43.5,65,25,11,42.5,20,95,190,43.5,8.5
27/10/2021,85,22.5,32.5,75,27.5,7.5,42.5,20,85,170,51.5,6.5
28/10/2021,75,22.5,25,75,17.5,6.5,37.5,17.5,75,165,50,6.5
29/10/2021,75,22.5,32.5,55,22.5,7,42.5,19,72.5,115,44,7
02/11/2021,75,45,70,52.5,22.5,15,42.5,19,72.5,140,44,10.5
03/11/2021,90,37.5,67.5,75,40,14,40,19,95,140,48.5,13.5
04/11/2021,95,32.5,65,65,30,11.5,27.5,16.5,65,95,48.5,7
05/11/2021,75,42.5,37.5,65,30,11,27.5,19,45,80,51.5,9
08/11/2021,90,42.5,47.5,65,30,11,22.5,15.5,65,50,46.5,17.5
09/11/2021,80,37.5,47.5,45,32.5,10.5,16.5,16.5,50,55,44,13.5
10/11/2021,75,40.5,55,40,25,9,13.5,16.5,42.5,50,44,11
11/11/2021,77.5,42.5,65,42.5,37.5,10,13.5,20,42.5,52.5,42.5,11
12/11/2021,60,40,55,55,32.5,10,11,16.5,45,50,42.5,11
15/11/2021,65,30,75,85,30,14,11,18.5,50,55,46.5,9
16/11/2021,30,27.5,72.5,52.5,27.5,15.5,11,19,37.5,65,41.5,8.5
18/11/2021,47.5,16.5,50,41.5,25,15.5,11,18,37.5,65,42.5,8.5
19/11/2021,47.5,20,70,47.5,22.5,16.5,11,16.5,42.5,67.5,37.5,8
22/11/2021,47.5,22.5,75,82.5,22.5,13.5,13.5,16.5,72.5,33.5,42.5,9
23/11/2021,55,18,75,60,22.5,13.5,13.5,16.5,65,62.5,42.5,9
24/11/2021,57.5,18,65,55,12.5,13.5,13.5,16.5,65,62.5,37.5,7.5
26/11/2021,75,20.5,45,72.5,27.5,11,13.5,16,55,62.5,41.5,7
29/11/2021,75,12.5,55,72.5,25,11,12.5,13.5,75,55,41.5,9
01/12/2021,80,16.5,47.5,67.5,12.5,8.5,13,16.5,105,40,42.5,7.5
02/12/2021,75,17.5,40,65,22.5,9,13.5,16,95,40,39,7.5
03/12/2021,85,16.5,32.5,65,22.5,7,13.5,16,85,40,41.5,4.5
06/12/2021,85,17.5,40,65,17.5,9,19,19,65,40,41,6.5
07/12/2021,85,13.5,33,55,17.5,10.5,21,19,70,45,41,6.5
09/12/2021,90,12.5,37.5,45,17.5,11,22.5,19,55,45,35,6.5
10/12/2021,100,16,35,45,25,12,22.5,19,65,50,42.5,6.5
13/12/2021,75,16,22.5,45,17.5,16.5,37.5,19,80,50,42.5,7
14/12/2021,57.5,12.5,22.5,37.5,12.5,12.5,35,17.5,55,52.5,42.5,9
15/12/2021,45,15,22.5,32.5,12.5,11,15.5,21,85,52.5,41.5,7
16/12/2021,45,15,32.5,32.5,12.5,13,13.5,19,75,32.5,42.5,7
17/12/2021,45,17.5,35,37.5,17.5,16.5,20.5,16.5,75,32.5,37.5,9
20/12/2021,55,22.5,32.5,45,17.5,22.5,27.5,17.5,80,32.5,41.5,11
22/12/2021,45,12.5,32.5,32.5,30,16.5,16.5,16.5,90,32.5,57.5,7
27/12/2021,18.5,13.5,22.5,17.5,11,17.5,28.5,19,82.5,27.5,42.5,9
28/12/2021,32.5,12.5,32.5,22.5,19,22.5,27.5,16.5,125,22.5,42.5,9
29/12/2021,75,11,37.5,25,12.5,16.5,19,16.5,105,22.5,37.5,5.5
03/01/2022,27.5,12.5,22.5,22.5,42.5,12.5,37.5,16.5,97.5,37.5,42.5,9
04/01/2022,27.5,13.5,20,22.5,27.5,12.5,22.5,16.5,82.5,22.5,40,9
05/01/2022,27.5,9,17.5,12.5,12.5,11,22.5,16.5,75,17.5,40,9
06/01/2022,32.5,8.5,17.5,17.5,7.5,7,17.5,16.5,60,12.5,37.5,4
07/01/2022,35,7.5,27.5,22.5,7.5,7,27.5,16.5,100,22.5,32.5,4
11/01/2022,14,9,20.5,15,20.5,15.5,25.5,19,80,20.5,25,5
12/01/2022,37.5,10,16,12.5,12.5,11,16,19,65,35,31.5,9
13/01/2022,27.5,10,15,12.5,12.5,13,16.5,19,65,27.5,29,7
14/01/2022,22.5,11,17.5,11,12.5,18.5,16.5,19,55,22.5,32.5,8
20/01/2022,32.5,11,16.5,17.5,17.5,19,26,22.5,62.5,22.5,34,7
21/01/2022,32.5,11,17,16.5,17.5,16,32.5,19,62.5,22.5,32.5,5.5
24/01/2022,27.5,7.5,21.5,23.5,25,22.5,26,16.5,65,22.5,33.5,8.5
25/01/2022,22.5,9,17.5,17.5,22.5,17.5,25,16.5,65,22.5,32.5,8.5
